"ID"	"flaeche_ID"	"PlcIndex"	"befundart"	"epoche"	"abschnitt"	"kultur"	"Quelle"	"Easting"	"Northing"
32	1031	932	"Siedlung"	"undatiert"			"Ortsakte"	4498689,837	5735198,258
33	1032	933	"Siedlung"	"undatiert"			"Ortsakte"	4498683,414	5735208,714
34	1033	934	"Siedlung"	"undatiert"			"Ortsakte"	4498650,897	5735187,867
35	1034	935	"Siedlung"	"undatiert"			"Ortsakte"	4498684,830	5735190,871
36	1035	936	"Siedlung"	"undatiert"			"Ortsakte"	4498667,057	5735187,592
37	1036	937	"Siedlung"	"undatiert"			"Ortsakte"	4498692,972	5735203,955
38	1037	938	"Siedlung"	"undatiert"			"Ortsakte"	4498679,791	5735217,155
39	1038	939	"Siedlung"	"undatiert"			"Ortsakte"	4498689,864	5735209,585
40	1039	940	"Siedlung"	"undatiert"			"Ortsakte"	4498667,277	5735216,489
41	1040	941	"Siedlung"	"undatiert"			"Ortsakte"	4498683,255	5735200,150
42	1041	942	"Siedlung"	"undatiert"			"Ortsakte"	4498675,834	5735228,581
43	1042	943	"Siedlung"	"undatiert"			"Ortsakte"	4498653,678	5735186,600
44	1043	944	"Siedlung"	"undatiert"			"Ortsakte"	4498669,769	5735205,080
45	1044	945	"Siedlung"	"undatiert"			"Ortsakte"	4498675,145	5735186,186
46	1045	946	"Siedlung"	"undatiert"			"Ortsakte"	4498693,322	5735194,825
47	1046	947	"Siedlung"	"undatiert"			"Ortsakte"	4498674,302	5735230,061
48	1047	948	"Siedlung"	"undatiert"			"Ortsakte"	4498652,358	5735197,783
49	1048	949	"Siedlung"	"undatiert"			"Ortsakte"	4498650,137	5735186,145
50	1049	950	"Siedlung"	"undatiert"			"Ortsakte"	4498674,754	5735224,910
51	1050	951	"Siedlung"	"undatiert"			"Ortsakte"	4498684,356	5735213,894
52	1051	952	"Siedlung"	"undatiert"			"Ortsakte"	4498665,660	5735194,598
53	1052	953	"Siedlung"	"undatiert"			"Ortsakte"	4498676,681	5735218,845
54	1053	954	"Siedlung"	"undatiert"			"Ortsakte"	4498684,824	5735207,135
55	1054	955	"Siedlung"	"undatiert"			"Ortsakte"	4498659,578	5735203,851
56	1055	956	"Siedlung"	"undatiert"			"Ortsakte"	4498676,104	5735203,806
57	1056	957	"Siedlung"	"undatiert"			"Ortsakte"	4498697,236	5735185,023
58	1057	958	"Siedlung"	"undatiert"			"Ortsakte"	4498692,275	5735184,171
59	1058	959	"Siedlung"	"undatiert"			"Ortsakte"	4498666,422	5735189,415
60	1059	960	"Siedlung"	"undatiert"			"Ortsakte"	4498684,280	5735220,100
61	1060	961	"Siedlung"	"undatiert"			"Ortsakte"	4498700,898	5735190,283
62	1061	962	"Siedlung"	"undatiert"			"Ortsakte"	4498675,646	5735210,192
0	0	963	"Siedlung"	"undatiert"			"Ortsakte"	4498686,485	5735214,963
1	1000	964	"Siedlung"	"undatiert"			"Ortsakte"	4498655,656	5735185,912
2	1001	965	"Siedlung"	"undatiert"			"Ortsakte"	4498687,300	5735182,388
3	1002	966	"Siedlung"	"undatiert"			"Ortsakte"	4498683,974	5735186,890
4	1003	967	"Siedlung"	"undatiert"			"Ortsakte"	4498680,371	5735227,107
5	1004	968	"Siedlung"	"undatiert"			"Ortsakte"	4498701,603	5735182,727
6	1005	969	"Siedlung"	"undatiert"			"Ortsakte"	4498650,955	5735193,436
7	1006	970	"Siedlung"	"undatiert"			"Ortsakte"	4498694,893	5735184,858
8	1007	971	"Siedlung"	"undatiert"			"Ortsakte"	4498664,728	5735202,998
9	1008	972	"Siedlung"	"undatiert"			"Ortsakte"	4498669,163	5735188,940
10	1009	973	"Siedlung"	"undatiert"			"Ortsakte"	4498675,468	5735202,329
11	1010	974	"Siedlung"	"undatiert"			"Ortsakte"	4498679,516	5735190,716
12	1011	975	"Siedlung"	"undatiert"			"Ortsakte"	4498670,091	5735182,819
0	2	976	"Siedlung"	"undatiert"			"Ortsakte"	4497220,744	5736258,791
1	3	977	"Siedlung"	"undatiert"			"Ortsakte"	4497244,190	5736284,396
0	1	978	"Siedlung"	"undatiert"			"Ortsakte"	4502650,867	5732013,310
1	2	979	"Siedlung"	"undatiert"			"Ortsakte"	4502697,824	5732039,048
2	3	980	"Siedlung"	"undatiert"			"Ortsakte"	4502363,514	5731933,364
0	0	981	"Siedlung"	"undatiert"			"Ortsakte"	4498382,413	5735496,641
1	1000	982	"Siedlung"	"undatiert"			"Ortsakte"	4498382,044	5735535,312
2	1001	983	"Siedlung"	"undatiert"			"Ortsakte"	4498381,282	5735509,720
3	1002	984	"Siedlung"	"undatiert"			"Ortsakte"	4498377,088	5735514,431
4	1003	985	"Siedlung"	"undatiert"			"Ortsakte"	4498379,781	5735533,881
0	0	986	"Siedlung"	"undatiert"			"Ortsakte"	4498385,035	5735541,655
1	1000	987	"Siedlung"	"undatiert"			"Ortsakte"	4498379,072	5735535,687
2	1001	988	"Siedlung"	"undatiert"			"Ortsakte"	4498374,830	5735515,146
0	1	989	"Siedlung"	"undatiert"			"Ortsakte"	4492344,085	5736586,329
0	2	990	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode IV"	"Ortsakte"	4502899,903	5734790,877
1	3	991	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode IV"	"Ortsakte"	4502921,934	5734830,651
2	4	992	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode IV"	"Ortsakte"	4502900,394	5734794,471
3	5	993	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode IV"	"Ortsakte"	4502948,122	5734789,665
4	6	994	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode IV"	"Ortsakte"	4502895,599	5734787,794
5	7	995	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode IV"	"Ortsakte"	4502920,501	5734805,687
6	8	996	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode IV"	"Ortsakte"	4502921,030	5734829,033
7	9	997	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode IV"	"Ortsakte"	4502949,804	5734794,889
0	0	998	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode IV"	"Ortsakte"	4499835,264	5735386,478
0	0	999	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode IV"	"Ortsakte"	4497465,372	5734763,523
1	1000	1000	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode IV"	"Ortsakte"	4497434,583	5734762,247
0	1	1001	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493942,312	5737244,707
1	2	1002	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493936,807	5737199,992
2	3	1003	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494082,806	5737153,049
3	4	1004	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494119,309	5737131,143
4	5	1005	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493999,439	5737099,515
5	6	1006	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493992,886	5737002,907
6	7	1007	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493982,510	5737042,268
7	8	1008	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494082,588	5737228,120
8	9	1009	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494043,925	5737091,960
9	10	1010	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494081,142	5737176,998
10	1009	1011	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493903,794	5737241,847
11	12	1012	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494071,398	5737052,290
12	13	1013	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494165,279	5737056,701
13	14	1014	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494151,868	5737189,916
14	1013	1015	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493861,020	5737213,448
15	16	1016	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493936,633	5737158,349
16	17	1017	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494098,191	5737152,118
17	18	1018	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493914,927	5737007,254
18	19	1019	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493904,985	5737137,025
19	20	1020	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493971,508	5737205,209
20	21	1021	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494012,091	5737102,360
21	22	1022	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494058,183	5737137,359
22	23	1023	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493986,412	5737251,662
23	24	1024	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494009,107	5737123,351
24	25	1025	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494111,409	5737159,512
25	26	1026	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494095,876	5737055,611
26	27	1027	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493948,012	5737229,147
27	28	1028	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493992,497	5737123,741
28	29	1029	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493906,415	5737081,086
29	30	1030	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494089,242	5737006,321
30	1029	1031	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493907,049	5737222,745
31	1030	1032	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493861,601	5737251,798
32	33	1033	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493982,978	5737131,008
33	34	1034	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494194,520	5737047,787
34	35	1035	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493914,824	5737091,526
35	36	1036	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493861,631	5737175,103
36	37	1037	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494006,339	5737103,893
37	38	1038	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494161,032	5737034,170
38	39	1039	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494198,001	5737189,155
39	1038	1040	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493873,743	5737247,227
40	41	1041	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494101,595	5737224,607
41	42	1042	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494133,722	5737077,414
42	43	1043	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494059,704	5737202,859
43	44	1044	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493884,516	5737017,665
44	45	1045	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493966,432	5737076,717
45	46	1046	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493900,683	5737084,551
46	47	1047	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493992,902	5737105,620
47	48	1048	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494011,770	5737022,218
48	49	1049	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494136,238	5737123,552
49	50	1050	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493963,451	5737069,940
50	51	1051	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493905,267	5737038,990
51	52	1052	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493955,612	5737154,109
52	53	1053	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494157,836	5737251,957
53	54	1054	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493947,516	5737047,535
54	55	1055	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493957,620	5737059,120
55	56	1056	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494014,074	5737041,848
56	57	1057	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494113,654	5737084,928
57	58	1058	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494140,254	5737178,876
58	59	1059	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494148,607	5737064,250
59	60	1060	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493996,614	5737220,731
60	61	1061	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494013,676	5737142,114
61	62	1062	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494147,497	5737065,991
62	63	1063	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493983,577	5737255,459
63	64	1064	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494158,172	5737239,827
64	65	1065	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493936,027	5737043,692
65	66	1066	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494091,372	5737231,423
66	67	1067	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494150,679	5737212,275
67	68	1068	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494031,647	5737068,020
68	69	1069	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494014,451	5737124,160
69	1068	1070	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493919,277	5737209,179
70	71	1071	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493969,487	5737243,093
71	72	1072	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494132,504	5737004,691
72	73	1073	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493946,713	5737232,548
73	74	1074	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494081,483	5737103,861
74	75	1075	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493966,457	5737037,075
75	76	1076	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494156,110	5737021,419
76	1075	1077	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493873,361	5737242,912
77	78	1078	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493989,446	5737192,448
78	79	1079	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493969,563	5737090,208
79	80	1080	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493892,277	5737188,544
80	81	1081	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493976,155	5737044,014
81	82	1082	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494009,642	5737188,360
82	83	1083	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494064,622	5737252,650
83	84	1084	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494193,302	5737112,794
84	85	1085	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494183,122	5737054,361
85	86	1086	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493956,108	5737057,769
86	87	1087	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493945,699	5737048,092
87	88	1088	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494140,541	5737056,018
88	89	1089	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494100,437	5737228,456
89	90	1090	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494159,216	5737223,245
90	91	1091	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494165,306	5737197,472
91	92	1092	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493978,704	5737070,716
92	93	1093	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493942,336	5737202,626
93	94	1094	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494031,237	5737191,469
94	95	1095	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494166,335	5737211,465
95	96	1096	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494031,860	5737024,258
96	97	1097	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494082,270	5737125,589
97	98	1098	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493930,127	5737040,408
98	99	1099	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494177,291	5737147,834
99	100	1100	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493964,546	5737064,251
100	101	1101	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493887,570	5737088,004
101	102	1102	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494130,007	5737208,572
102	103	1103	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494177,005	5737165,823
103	104	1104	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494113,775	5737188,249
104	105	1105	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493934,115	5737060,541
105	106	1106	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494147,261	5737254,313
106	107	1107	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494089,075	5737223,050
107	108	1108	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493991,327	5737252,314
108	109	1109	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494169,945	5737206,368
109	110	1110	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494092,311	5737243,367
110	111	1111	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493867,177	5737178,000
111	112	1112	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494041,291	5737068,966
112	113	1113	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493918,697	5737054,005
113	1112	1114	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493879,167	5737232,463
114	115	1115	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493984,820	5737096,416
115	116	1116	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493934,604	5737059,691
116	117	1117	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493918,092	5737135,661
117	118	1118	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493952,993	5737249,937
118	119	1119	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494194,830	5737195,726
119	120	1120	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493916,438	5737081,461
120	121	1121	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494158,944	5737146,639
121	122	1122	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494007,195	5737191,000
122	123	1123	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493966,648	5737217,965
123	124	1124	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493879,167	5737143,313
124	125	1125	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494039,410	5737220,867
125	126	1126	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493972,344	5737185,292
126	127	1127	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494039,254	5737124,308
127	128	1128	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494014,182	5737200,370
128	129	1129	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493953,266	5737109,020
129	130	1130	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494101,951	5737008,567
130	131	1131	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493876,499	5737079,650
131	132	1132	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494091,791	5737141,659
132	133	1133	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494096,959	5737143,985
133	134	1134	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493946,728	5737189,517
134	135	1135	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493895,264	5737075,211
135	136	1136	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493899,254	5737037,439
136	1135	1137	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493894,372	5737254,532
137	138	1138	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494001,606	5737117,201
138	139	1139	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494119,063	5737239,724
139	140	1140	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494109,733	5737145,052
140	141	1141	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494163,727	5737066,712
141	142	1142	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494181,800	5737162,702
142	143	1143	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493895,768	5737141,911
143	144	1144	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493973,239	5737067,062
144	145	1145	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494082,994	5737064,095
145	146	1146	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493946,683	5737233,993
146	147	1147	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494199,290	5737097,508
147	148	1148	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493942,053	5737031,428
148	149	1149	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493979,421	5737027,171
149	150	1150	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494115,327	5737161,822
150	151	1151	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493867,800	5737027,910
151	152	1152	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494087,335	5737066,956
152	153	1153	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494079,527	5737065,302
153	1152	1154	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493887,349	5737231,041
154	1153	1155	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493862,243	5737214,322
155	156	1156	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493960,838	5737040,361
156	157	1157	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493973,529	5737167,671
157	158	1158	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493912,077	5737034,045
158	159	1159	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4494179,552	5737183,901
159	160	1160	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4493994,234	5737050,761
0	0	1161	"Graeberfeld"	"Bronzezeit"		"sBZ/fEZ"	"Ortsakte"	4497614,864	5734393,612
0	1	1162	"Graeberfeld"	"Bronzezeit"		"BZ"	"Ortsakte"	4494246,728	5739249,779
0	1	1163	"Graeberfeld"	"Bronzezeit"	"frueh"	"Aunjetitz"	"Ortsakte"	4501707,116	5735732,372
0	0	1164	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode V"	"Ortsakte"	4497596,296	5734990,428
1	1000	1165	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode V"	"Ortsakte"	4497589,536	5734985,417
2	1001	1166	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode V"	"Ortsakte"	4497589,710	5734979,811
3	1002	1167	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode V"	"Ortsakte"	4497579,173	5734990,553
4	1003	1168	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode V"	"Ortsakte"	4497597,572	5734943,065
0	0	1169	"Graeberfeld"	"Bronzezeit"		"BZ"	"Ortsakte"	4498852,925	5735164,567
0	0	1170	"Graeberfeld"	"Bronzezeit"		"BZ"	"Ortsakte"	4503234,698	5732338,212
0	0	1171	"Graeberfeld"	"Bronzezeit"	"spaet"	"Periode IV"	"Ortsakte"	4497325,860	5734917,563
0	0	1172	"Graeberfeld"	"Bronzezeit"	"frueh"	"Aunjetitz"	"Ortsakte"	4499231,249	5734612,766
1	1000	1173	"Graeberfeld"	"Bronzezeit"	"frueh"	"Aunjetitz"	"Ortsakte"	4499248,633	5734626,238
0	0	1174	"Graeberfeld"	"Bronzezeit"	"spaet"	"juengere BZ"	"Ortsakte"	4488530,841	5740918,601
1	3	1175	"Graeberfeld"	"Bronzezeit"	"spaet"	"juengere BZ"	"Ortsakte"	4488589,062	5740715,382
2	4	1176	"Graeberfeld"	"Bronzezeit"	"spaet"	"juengere BZ"	"Ortsakte"	4488615,319	5740833,599
3	5	1177	"Graeberfeld"	"Bronzezeit"	"spaet"	"juengere BZ"	"Ortsakte"	4488597,727	5740772,845
4	4	1178	"Graeberfeld"	"Bronzezeit"	"spaet"	"juengere BZ"	"Ortsakte"	4488587,159	5740958,823
